1.000000000000000021e-02,9.999922777832143117e-01,3.624744593702273754e-01
2.252525252525252458e-02,9.999612378834372706e-01,2.327205638604425142e-01
3.505050505050504722e-02,9.998883110580042421e-01,4.190396849463041140e-01
4.757575757575757680e-02,9.997116730303949872e-01,4.134019458756326149e-01
6.010101010101009944e-02,9.992659343960409446e-01,2.778944694817995775e-01
7.262626262626262208e-02,9.982121331013140697e-01,3.594848410217795776e-01
8.515151515151514472e-02,9.959146874426240137e-01,3.961393049046353920e-01
9.767676767676766736e-02,9.913150736018772058e-01,3.390645860288495905e-01
1.102020202020201900e-01,9.828533276743556257e-01,3.504945872892633041e-01
1.227272727272727126e-01,9.683275367375561160e-01,3.470888430910076261e-01
1.352525252525252630e-01,9.446744228261948484e-01,3.508404072014801311e-01
1.477777777777777857e-01,9.083926002813552669e-01,3.771928808624726015e-01
1.603030303030303083e-01,8.556515730524032470e-01,3.452985715496429964e-01
1.728282828282828310e-01,7.830966930355534039e-01,3.283418138218441307e-01
1.853535353535353536e-01,6.891860167477823484e-01,3.710407626943705295e-01
1.978787878787878762e-01,5.756490913152061406e-01,3.689868957001750105e-01
2.104040404040403989e-01,4.491237093188440999e-01,3.385864307471914136e-01
2.229292929292929215e-01,3.212608848159975716e-01,3.492328812795420512e-01
2.354545454545454441e-01,2.071333293299256195e-01,3.583252845227066219e-01
2.479797979797979668e-01,1.192993543353850772e-01,3.527632266322875965e-01
2.605050505050505172e-01,6.370289748904121863e-02,3.572938976187839399e-01
2.730303030303030121e-01,4.153669898827679757e-02,3.578530050913700800e-01
2.855555555555555625e-01,6.161594949446477787e-02,3.411036576526138564e-01
2.980808080808080573e-01,1.531485724726101560e-01,3.392266103876872552e-01
3.106060606060606077e-01,3.477619325419083474e-01,3.616036764505062284e-01
3.231313131313131026e-01,6.154266187285942769e-01,3.679361045539103481e-01
3.356565656565656530e-01,8.218476378625033663e-01,3.503703691989757396e-01
3.481818181818181479e-01,8.175520517455034941e-01,3.356348973923419243e-01
3.607070707070706983e-01,6.053041762879903809e-01,3.394572076787307213e-01
3.732323232323231932e-01,3.349427435221323801e-01,3.549926155002861017e-01
3.857575757575757436e-01,1.596060353311661018e-01,3.595136682966359465e-01
3.982828282828282385e-01,2.105352129693135455e-01,3.546949802521243145e-01
4.108080808080807889e-01,4.524911006470617725e-01,3.496051843748364529e-01
4.233333333333333393e-01,5.906492658794704198e-01,3.492435140329308574e-01
4.358585858585858341e-01,5.427169334333330486e-01,3.492621739614601428e-01
4.483838383838383845e-01,4.061856568854189109e-01,3.509164346385469369e-01
4.609090909090908794e-01,3.729965979316166025e-01,3.497116543298386393e-01
4.734343434343434298e-01,4.364785470692678082e-01,3.460536426577592306e-01
4.859595959595959247e-01,4.124938123870314777e-01,3.440230521529205610e-01
4.984848484848484751e-01,4.238786797523456107e-01,3.416616846987020062e-01
5.110101010101010255e-01,5.256918421552153609e-01,3.400632201348666728e-01
5.235353535353535204e-01,3.962661957940050161e-01,3.382633259615628885e-01
5.360606060606060153e-01,3.554844676237552403e-01,3.378561884382749181e-01
5.485858585858585101e-01,5.138979987574237018e-01,3.379798361035706300e-01
5.611111111111111160e-01,4.290908472363647030e-01,3.398364650358982608e-01
5.736363636363636109e-01,4.048694042142476079e-01,3.416926997463095028e-01
5.861616161616161058e-01,4.416682282235117607e-01,3.443234685771857650e-01
5.986868686868686007e-01,4.520406950480790886e-01,3.464607974716038541e-01
6.112121212121212066e-01,4.058839815835930676e-01,3.446404591637957093e-01
6.237373737373737015e-01,4.437329197879122389e-01,3.426133559641420523e-01
6.362626262626261964e-01,4.289060437649028223e-01,3.437589802117634319e-01
6.487878787878788023e-01,4.375656801180603517e-01,3.524424228363368106e-01
6.613131313131312972e-01,4.296325848394387803e-01,3.492891980301580102e-01
6.738383838383837920e-01,4.203717457143462122e-01,3.271802990984156168e-01
6.863636363636362869e-01,4.641251628462400025e-01,3.351435272695899581e-01
6.988888888888888928e-01,3.909466585410713568e-01,3.682029770999957208e-01
7.114141414141413877e-01,4.427002244860817060e-01,3.288168914084863559e-01
7.239393939393938826e-01,4.278667144572494974e-01,3.384023309173158078e-01
