# t 0 1 2 3
3.325000000000000178e-01,7.463065253814505917e-01,9.509821081242890439e-02,1.192102932006509630e-01,3.938497060547004741e-02
3.500000000000000333e-01,7.240589791850351453e-01,1.030962648854125974e-01,1.273563027490309252e-01,4.548845318052196357e-02
3.675000000000000488e-01,7.016270504216921555e-01,1.110612516283754764e-01,1.351832907382366222e-01,5.212840721169640507e-02
3.850000000000000089e-01,6.791182641261992448e-01,1.189433770688244213e-01,1.426346852247586672e-01,5.930367358021813862e-02
4.025000000000000244e-01,6.566379153512311717e-01,1.266948132422572315e-01,1.496594783699370101e-01,6.700779303657537767e-02
4.200000000000000400e-01,6.342883900764939575e-01,1.342701690646611323e-01,1.562126007568035713e-01,7.522884010204183847e-02
4.375000000000000555e-01,6.121685284129475546e-01,1.416269273540245455e-01,1.622552258757803678e-01,8.394931835724814273e-02
4.550000000000000711e-01,5.903730355087815074e-01,1.487258428112446795e-01,1.677550024595081957e-01,9.314611922046628356e-02
4.725000000000000311e-01,5.689919449854017319e-01,1.555312962708117752e-01,1.726862131658519206e-01,1.027905455779351551e-01
4.900000000000000466e-01,5.481101391046676596e-01,1.620116010896910652e-01,1.770298589371218367e-01,1.128484008685199380e-01
5.075000000000000622e-01,5.278069292004357038e-01,1.681392581519876028e-01,1.807736691933408413e-01,1.232801434542362407e-01
5.250000000000000222e-01,5.081556992059477196e-01,1.738911566197092473e-01,1.839120388385583060e-01,1.340411053357852822e-01
5.425000000000000933e-01,4.892236143819584382e-01,1.792487182481415919e-01,1.864458938625107032e-01,1.450817735073899606e-01
5.600000000000000533e-01,4.710713966072103687e-01,1.841979837994836000e-01,1.883824880963403392e-01,1.563481314969664138e-01
5.775000000000000133e-01,4.537531668415368258e-01,1.887296408215897447e-01,1.897351344219670999e-01,1.677820579149069402e-01
5.950000000000000844e-01,4.373163546212276986e-01,1.928389928008187038e-01,1.905228744318526179e-01,1.793217781461014515e-01
6.125000000000000444e-01,4.218016737049509746e-01,1.965258704398937795e-01,1.907700911816516132e-01,1.909023646735042989e-01
6.300000000000001155e-01,4.072431622649979599e-01,1.997944865441010076e-01,1.905060702655981542e-01,2.024562809253033224e-01
6.475000000000000755e-01,3.936682853211883049e-01,2.026532367129827983e-01,1.897645149671049747e-01,2.139139629987242552e-01
6.650000000000000355e-01,3.810980964513189795e-01,2.051144487210347367e-01,1.885830216894400779e-01,2.252044331382064557e-01
6.825000000000001066e-01,3.695474551901187232e-01,2.071940841212140394e-01,1.870025222488005401e-01,2.362559384398669193e-01
7.000000000000000666e-01,3.590252959551987755e-01,2.089113962111936174e-01,1.850666999108299127e-01,2.469966079227780831e-01
7.175000000000000266e-01,3.495349438198859793e-01,2.102885490566521187e-01,1.828213862687661506e-01,2.573551208546961400e-01
7.350000000000000977e-01,3.410744719947821357e-01,2.113502027615096202e-01,1.803139461950605538e-01,2.672613790486480512e-01
7.525000000000000577e-01,3.336370954873817407e-01,2.121230706056482784e-01,1.775926581475516242e-01,2.766471757594187175e-01
7.700000000000000178e-01,3.272115950862877209e-01,2.126354540308383612e-01,1.747060970761788734e-01,2.854468538066953776e-01
7.875000000000000888e-01,3.217827655668230036e-01,2.129167617407199120e-01,1.717025270578227958e-01,2.935979456346344274e-01
8.050000000000000488e-01,3.173318818406068997e-01,2.129970193870799611e-01,1.686293105871657094e-01,3.010417881851475963e-01
8.225000000000001199e-01,3.138371766745123304e-01,2.129063764396040281e-01,1.655323411734301309e-01,3.077241057124537882e-01
8.400000000000000799e-01,3.112743235849821377e-01,2.126746168780283275e-01,1.624555055402963633e-01,3.135955539966932548e-01
8.575000000000000400e-01,3.096169185716671213e-01,2.123306803034919754e-01,1.594401813039230120e-01,3.186122198209179746e-01
8.750000000000001110e-01,3.088369544885605222e-01,2.119021999401964063e-01,1.565247755172614608e-01,3.227360700539819161e-01
8.925000000000000711e-01,3.089052820591375870e-01,2.114150637905969354e-01,1.537443089239551308e-01,3.259353452263107354e-01
9.100000000000001421e-01,3.097920518214771213e-01,2.108930049196355849e-01,1.511300501688876696e-01,3.281848930900001515e-01
9.275000000000001021e-01,3.114671316361434239e-01,2.103572264793481528e-01,1.487092035722796801e-01,3.294664383122293816e-01
9.450000000000000622e-01,3.139004947991247407e-01,2.098260666488350190e-01,1.465046533979965926e-01,3.297687851540442860e-01
9.625000000000001332e-01,3.170625742690336146e-01,2.093147081613000726e-01,1.445347668426534560e-01,3.290879507270135784e-01
9.800000000000000933e-01,3.209245790360678585e-01,2.088349365256550183e-01,1.428132572487070540e-01,3.274272271895706798e-01
9.975000000000000533e-01,3.254587692233196772e-01,2.083949504318844681e-01,1.413491083106841739e-01,3.247971720341124025e-01
1.015000000000000124e+00,3.306386871117903414e-01,2.079992271644486856e-01,1.401465593077782512e-01,3.212155264159834434e-01
1.032500000000000195e+00,3.364393419114015127e-01,2.076484451445557988e-01,1.392051506669602368e-01,3.167070622770830624e-01
1.050000000000000044e+00,3.428373467534978625e-01,2.073394649887438101e-01,1.385198284470908203e-01,3.113033598106683120e-01
1.067500000000000115e+00,3.498110070477345457e-01,2.070653697168498009e-01,1.380811056446251128e-01,3.050425175907911512e-01
1.085000000000000187e+00,3.573403600195511620e-01,2.068155639763769316e-01,1.378752775633844685e-01,2.979687984406881318e-01
1.102500000000000036e+00,3.654071659153802498e-01,2.065759313819160725e-01,1.378846878721050606e-01,2.901322148305991999e-01
1.120000000000000107e+00,3.739948520230743090e-01,2.063290483071637538e-01,1.380880414011290691e-01,2.815880582686337008e-01
1.137500000000000178e+00,3.830884112966676525e-01,2.060544517226065575e-01,1.384607592101367579e-01,2.723963777705897815e-01
1.155000000000000027e+00,3.926742579897017915e-01,2.057289579534118396e-01,1.389753709980221241e-01,2.626214130588649942e-01
1.172500000000000098e+00,4.027400432824179699e-01,2.053270285484445068e-01,1.396019395289365139e-01,2.523309886402018698e-01
1.190000000000000169e+00,4.132744344281286120e-01,2.048211788112236087e-01,1.403085114194261573e-01,2.415958753412224269e-01
1.207500000000000018e+00,4.242668614364567548e-01,2.041824239551311704e-01,1.410615883738795817e-01,2.304891262345333536e-01
1.225000000000000089e+00,4.357072357499409132e-01,2.033807573157899451e-01,1.418266127717162373e-01,2.190853941625535983e-01
1.242500000000000160e+00,4.475856457504703845e-01,2.023856545900436787e-01,1.425684614015231833e-01,2.074602382579634197e-01
1.260000000000000231e+00,4.598920342485624535e-01,2.011665976794439203e-01,1.432519411053896352e-01,1.956894269666047126e-01
1.277500000000000080e+00,4.726158633578799173e-01,1.996936114017419384e-01,1.438422801407923668e-01,1.838482450995866380e-01
1.295000000000000151e+00,4.857457723366263580e-01,1.979378061008903733e-01,1.443056091864204360e-01,1.720108123760636099e-01
1.312500000000000222e+00,4.992692340844880339e-01,1.958719190377629649e-01,1.446094261102714162e-01,1.602494207674783344e-01
1.330000000000000071e+00,5.131722160173838310e-01,1.934708473824965080e-01,1.447230388803104617e-01,1.486338977198101430e-01
1.347500000000000142e+00,5.274388510021398302e-01,1.907121656562921208e-01,1.446179813262351010e-01,1.372310020153338639e-01
1.365000000000000213e+00,5.420511239198939624e-01,1.875766205858641067e-01,1.442683968509342052e-01,1.261038586433084752e-01
1.382500000000000062e+00,5.569885792420405934e-01,1.840485965366067400e-01,1.436513856368350772e-01,1.153114385845181444e-01
1.400000000000000133e+00,5.722280547481805035e-01,1.801165449790299300e-01,1.427473113896317036e-01,1.049080888831587649e-01
1.417500000000000204e+00,5.877434461950418187e-01,1.757733718140879198e-01,1.415400642034057854e-01,9.494311778746537811e-02
1.435000000000000053e+00,6.035055073626626188e-01,1.710167768327205129e-01,1.400172767099401305e-01,8.546043909467740396e-02
1.452500000000000124e+00,6.194816894640017280e-01,1.658495401082671350e-01,1.381704912837016519e-01,7.649827914403042883e-02
1.470000000000000195e+00,6.356360234120285169e-01,1.602797507115469311e-01,1.359952767048477618e-01,6.808894917157758131e-02
1.487500000000000044e+00,6.519290479002836092e-01,1.543209737906115486e-01,1.334912933277639380e-01,6.025868498134204221e-02
1.505000000000000115e+00,6.683177856754851653e-01,1.479923527630034041e-01,1.306623064540209933e-01,5.302755510749165152e-02
1.522500000000000187e+00,6.847557697711422753e-01,1.413186441196442877e-01,1.275161482581728123e-01,4.640943785104165858e-02
1.540000000000000036e+00,7.011931208367107038e-01,1.343301831275096891e-01,1.240646292544827362e-01,4.041206678129791174e-02
1.557500000000000107e+00,7.175766760454429516e-01,1.270627795338053478e-01,1.203234009146309791e-01,3.503714350612170680e-02
1.575000000000000178e+00,7.338501694036764222e-01,1.195575432078733458e-01,1.163117716431323750e-01,3.028051574531868614e-02
1.592500000000000249e+00,7.499544626229697197e-01,1.118606404986773051e-01,1.120524788813485884e-01,2.613241799700523338e-02
1.610000000000000098e+00,7.658278250623307137e-01,1.040229829254753630e-01,1.075714206358309721e-01,2.257777137636415507e-02
1.627500000000000169e+00,7.814062606087988083e-01,9.609985064716687619e-02,1.028973502060053363e-01,1.959653853803010673e-02
1.645000000000000240e+00,7.966238787486623618e-01,8.815045396190029914e-02,9.806153831423572442e-02,1.716412897520285322e-02
1.662500000000000089e+00,8.114133064961470687e-01,8.023743686314302459e-02,9.309740721307799283e-02,1.525184942763328604e-02
1.680000000000000160e+00,8.257061372987161141e-01,7.242632741217866488e-02,8.804014165576552753e-02,1.382739363334120793e-02
1.697500000000000231e+00,8.394334125348534847e-01,6.478494037097946856e-02,8.292628186314369987e-02,1.285536523102483175e-02
1.715000000000000080e+00,8.525261307675806588e-01,5.738273816522199144e-02,7.779330380069332529e-02,1.229782726650573491e-02
1.732500000000000151e+00,8.649157795205407728e-01,5.029015680713896236e-02,7.267919219108927298e-02,1.211487148123258084e-02
1.750000000000000222e+00,8.765348840081930160e-01,4.357790389494156646e-02,6.762201172994031229e-02,1.226520036692656940e-02
1.767500000000000071e+00,8.873175669816258937e-01,3.731623621353981346e-02,6.265948194482330591e-02,1.270671486001219777e-02
1.785000000000000142e+00,8.972001136501451812e-01,3.157422478497744905e-02,5.782856104120934204e-02,1.339710052366911187e-02
1.802500000000000213e+00,9.061215355086336132e-01,2.641901545208937344e-02,5.316504391498218240e-02,1.429440512429606264e-02
1.820000000000000284e+00,9.140241268434423638e-01,2.191509322211660296e-02,4.870317928241819222e-02,1.535760065202402581e-02
1.837500000000000133e+00,9.208540077060701767e-01,1.812355864617128803e-02,4.447531058796861531e-02,1.654712305979092954e-02
1.855000000000000204e+00,9.265616472340469922e-01,1.510142446441957442e-02,4.051154500196917085e-02,1.782538329956523046e-02
1.872500000000000275e+00,9.311023613613355066e-01,1.290094060564253402e-02,3.683945441920592062e-02,1.915724361381687321e-02
1.890000000000000124e+00,9.344367791943616330e-01,1.156895539455558668e-02,3.348381192045290361e-02,2.051045349063061393e-02
1.907500000000000195e+00,9.365312726318140157e-01,1.114632049313011783e-02,3.046636666860086731e-02,2.185604020645590118e-02
1.925000000000000266e+00,9.373583441731367927e-01,1.166734668646263011e-02,2.780565968526307538e-02,2.316864945513863461e-02
1.942500000000000115e+00,9.368969682879039196e-01,1.315931712381931962e-02,2.551688239963413249e-02,2.442683218864395711e-02
1.960000000000000187e+00,9.351328822010187558e-01,1.564206404668557274e-02,2.361177928609344695e-02,2.561327446620351861e-02
1.977500000000000258e+00,9.320588224812833555e-01,1.912761438424906771e-02,2.209859531802978519e-02,2.671496781643922097e-02
1.995000000000000107e+00,9.276747043970672291e-01,2.361990887988580506e-02,2.098206837021417137e-02,2.772331835283419962e-02
2.012500000000000178e+00,9.219877416158190897e-01,2.911459863783269833e-02,2.026346610841826823e-02,2.863419363793135233e-02
2.030000000000000249e+00,9.150125044667716256e-01,3.559892215594367970e-02,1.994066632047896900e-02,2.944790705680698506e-02
2.047500000000000320e+00,9.067709156508544366e-01,4.305166504746427147e-02,2.000827907512651646e-02,3.016914022655648592e-02
2.065000000000000391e+00,8.972921829606925748e-01,5.144320376183461607e-02,2.045780855087608527e-02,3.080680472659838923e-02
2.082500000000000018e+00,8.866126692586742131e-01,6.073563370173853948e-02,2.127785186406636400e-02,3.137384517552230245e-02
2.100000000000000089e+00,8.747757006442924421e-01,7.088298121130906515e-02,2.245433174924337666e-02,3.188698639515671202e-02
