t,0,1,2,3
0.12000000000000001,0.9013671875,0.05615234375,0.0322265625,0.01025390625
0.24000000000000002,0.83447265625,0.095703125,0.05126953125,0.0185546875
0.36000000000000004,0.6953125,0.17529296875,0.09375,0.03564453125
0.48000000000000004,0.56201171875,0.220703125,0.1513671875,0.06591796875
0.6,0.451171875,0.267578125,0.154296875,0.126953125
0.7200000000000001,0.3857421875,0.26416015625,0.17431640625,0.17578125
0.84,0.33251953125,0.25634765625,0.19287109375,0.21826171875
0.9600000000000001,0.3115234375,0.24560546875,0.20849609375,0.234375
1.0799999999999998,0.28466796875,0.27734375,0.2265625,0.21142578125
1.2,0.29541015625,0.3046875,0.22509765625,0.1748046875
1.32,0.33740234375,0.326171875,0.1982421875,0.13818359375
1.4400000000000002,0.408203125,0.283203125,0.20654296875,0.10205078125
1.56,0.49658203125,0.240234375,0.17578125,0.08740234375
1.68,0.5986328125,0.1962890625,0.11669921875,0.08837890625
1.8,0.66796875,0.1279296875,0.10009765625,0.10400390625
