t,0,1,2,3
0.009000000000000001,0.99853515625,0.00146484375,0.0,0.0
0.018000000000000002,0.99951171875,0.0,0.00048828125,0.0
0.027000000000000003,0.99755859375,0.0,0.00244140625,0.0
0.036000000000000004,0.9970703125,0.001953125,0.0009765625,0.0
0.045,0.99169921875,0.00244140625,0.005859375,0.0
0.054000000000000006,0.9873046875,0.00732421875,0.00537109375,0.0
0.063,0.98486328125,0.00830078125,0.0068359375,0.0
0.07200000000000001,0.97509765625,0.0146484375,0.009765625,0.00048828125
0.081,0.97265625,0.01025390625,0.015625,0.00146484375
0.09,0.96484375,0.01708984375,0.017578125,0.00048828125
0.099,0.95703125,0.01806640625,0.02392578125,0.0009765625
0.10800000000000001,0.9638671875,0.02099609375,0.01318359375,0.001953125
0.117,0.94970703125,0.02734375,0.02294921875,0.0
0.126,0.9287109375,0.03369140625,0.037109375,0.00048828125
0.135,0.93212890625,0.02783203125,0.0400390625,0.0
0.14400000000000002,0.912109375,0.04736328125,0.03955078125,0.0009765625
0.153,0.9072265625,0.04833984375,0.04345703125,0.0009765625
0.162,0.9033203125,0.0517578125,0.04296875,0.001953125
0.171,0.896484375,0.0537109375,0.04736328125,0.00244140625
0.18,0.876953125,0.0595703125,0.05908203125,0.00439453125
0.18900000000000003,0.85546875,0.06689453125,0.06884765625,0.0087890625
0.198,0.84228515625,0.0693359375,0.0830078125,0.00537109375
0.207,0.83349609375,0.08056640625,0.08203125,0.00390625
0.21600000000000003,0.83447265625,0.0771484375,0.08203125,0.00634765625
0.225,0.818359375,0.099609375,0.0732421875,0.0087890625
0.234,0.80419921875,0.0888671875,0.0947265625,0.01220703125
0.243,0.78369140625,0.1015625,0.09912109375,0.015625
0.252,0.7861328125,0.107421875,0.09375,0.0126953125
0.261,0.75537109375,0.11279296875,0.10888671875,0.02294921875
0.27,0.751953125,0.1171875,0.11279296875,0.01806640625
0.279,0.74169921875,0.11328125,0.12939453125,0.015625
0.28800000000000003,0.7265625,0.13232421875,0.1240234375,0.01708984375
0.297,0.697265625,0.14306640625,0.1357421875,0.02392578125
0.306,0.70166015625,0.1357421875,0.1328125,0.02978515625
0.315,0.66015625,0.14892578125,0.15283203125,0.0380859375
0.324,0.658203125,0.16064453125,0.1494140625,0.03173828125
0.333,0.62255859375,0.16650390625,0.1689453125,0.0419921875
0.342,0.646484375,0.17041015625,0.14453125,0.03857421875
0.35100000000000003,0.6201171875,0.1630859375,0.16552734375,0.05126953125
0.36,0.591796875,0.1796875,0.1796875,0.048828125
0.369,0.5712890625,0.177734375,0.19482421875,0.05615234375
0.37800000000000006,0.55908203125,0.1962890625,0.18896484375,0.0556640625
0.387,0.54931640625,0.18994140625,0.19775390625,0.06298828125
0.396,0.5322265625,0.21826171875,0.18115234375,0.068359375
0.405,0.52392578125,0.2099609375,0.1884765625,0.07763671875
0.414,0.50927734375,0.19482421875,0.19970703125,0.09619140625
0.42300000000000004,0.4775390625,0.20947265625,0.22705078125,0.0859375
0.43200000000000005,0.47216796875,0.2119140625,0.22412109375,0.091796875
0.441,0.46923828125,0.22509765625,0.20703125,0.0986328125
0.45,0.46923828125,0.2314453125,0.20849609375,0.0908203125
0.45899999999999996,0.44140625,0.21484375,0.228515625,0.115234375
0.468,0.4326171875,0.23388671875,0.2197265625,0.11376953125
0.47700000000000004,0.41015625,0.2490234375,0.2119140625,0.12890625
0.486,0.39306640625,0.2216796875,0.25048828125,0.134765625
0.495,0.36083984375,0.23291015625,0.24658203125,0.15966796875
0.504,0.35693359375,0.2509765625,0.23876953125,0.1533203125
0.513,0.38037109375,0.21484375,0.2421875,0.16259765625
0.522,0.33740234375,0.26220703125,0.2255859375,0.1748046875
0.531,0.33349609375,0.248046875,0.24072265625,0.177734375
0.54,0.33984375,0.2333984375,0.248046875,0.1787109375
0.5489999999999999,0.31884765625,0.25,0.24072265625,0.1904296875
0.558,0.2880859375,0.24853515625,0.23876953125,0.224609375
0.5670000000000001,0.2998046875,0.25439453125,0.23974609375,0.2060546875
0.5760000000000001,0.26904296875,0.2197265625,0.27783203125,0.2333984375
0.585,0.27783203125,0.2626953125,0.24462890625,0.21484375
0.594,0.2568359375,0.259765625,0.2578125,0.2255859375
0.6030000000000001,0.2392578125,0.2646484375,0.23876953125,0.25732421875
0.612,0.216796875,0.26416015625,0.2431640625,0.27587890625
0.621,0.2392578125,0.24609375,0.25390625,0.2607421875
0.63,0.21728515625,0.25439453125,0.2509765625,0.27734375
0.639,0.208984375,0.26220703125,0.2626953125,0.26611328125
0.648,0.20849609375,0.24169921875,0.26220703125,0.28759765625
0.657,0.21630859375,0.22900390625,0.2529296875,0.3017578125
0.666,0.20849609375,0.23681640625,0.26123046875,0.29345703125
0.675,0.19482421875,0.23583984375,0.2626953125,0.306640625
0.684,0.185546875,0.22998046875,0.244140625,0.34033203125
0.693,0.171875,0.251953125,0.25537109375,0.32080078125
0.7020000000000001,0.17919921875,0.24755859375,0.2177734375,0.35546875
0.7110000000000001,0.154296875,0.2421875,0.24560546875,0.35791015625
0.72,0.16748046875,0.2333984375,0.2314453125,0.36767578125
0.7290000000000001,0.15283203125,0.228515625,0.23388671875,0.384765625
0.738,0.1513671875,0.23095703125,0.23681640625,0.380859375
0.747,0.1455078125,0.234375,0.23193359375,0.38818359375
0.7560000000000001,0.154296875,0.23486328125,0.2275390625,0.38330078125
0.765,0.15185546875,0.228515625,0.23681640625,0.3828125
0.774,0.1513671875,0.22509765625,0.2265625,0.39697265625
0.7829999999999999,0.14501953125,0.212890625,0.2294921875,0.41259765625
0.792,0.12841796875,0.2255859375,0.23291015625,0.4130859375
0.801,0.12841796875,0.23046875,0.23095703125,0.41015625
0.81,0.1240234375,0.2255859375,0.2236328125,0.4267578125
