1.000000000000000021e-02,9.998024634434425906e-01,1.104982346517986852e-01
2.707070707070707155e-02,9.986149197498660479e-01,1.371378666444028893e-01
4.414141414141414116e-02,9.919411927067393053e-01,1.186695570931840665e-01
6.121212121212121077e-02,9.735704546958759975e-01,1.181391631537720560e-01
7.828282828282827344e-02,9.271262823780196394e-01,1.229237276152944092e-01
9.535353535353534304e-02,8.311938457116448964e-01,1.318229162914859587e-01
1.124242424242424127e-01,6.703307554965352022e-01,1.233587724094181021e-01
1.294949494949494961e-01,4.415637698728173688e-01,1.277215462277598301e-01
1.465656565656565657e-01,2.093522472855152972e-01,1.277959109054172260e-01
1.636363636363636354e-01,8.724581693950175798e-02,1.292292759506955269e-01
1.807070707070707050e-01,1.286239074683885875e-01,1.232986728019416361e-01
1.977777777777777746e-01,2.318957193593633725e-01,1.255743357238698343e-01
2.148484848484848442e-01,2.734026184320677011e-01,1.224688423017085415e-01
2.319191919191919138e-01,1.967974597576888363e-01,1.216713195504946499e-01
2.489898989898989834e-01,9.542667737995914889e-02,1.204663352310076929e-01
2.660606060606060530e-01,9.607312486388747130e-02,1.233876396131937531e-01
2.831313131313131226e-01,6.739275415489910659e-02,1.182625577000633865e-01
3.002020202020201922e-01,5.537075506604286629e-02,1.199739354930702273e-01
3.172727272727272618e-01,6.033762354763210628e-02,1.197897682869221159e-01
3.343434343434343314e-01,1.161244776236596693e-01,1.169434815929545346e-01
3.514141414141414010e-01,1.592519799513704148e-01,1.160405180626773586e-01
3.684848484848484707e-01,1.311258713132685549e-01,1.140203552038970974e-01
3.855555555555555403e-01,9.799178564620994458e-02,1.131114165981772085e-01
4.026262626262626099e-01,9.827572720258012651e-02,1.141370247021717965e-01
4.196969696969696795e-01,1.279097033019006568e-01,1.132159315722942455e-01
4.367676767676767491e-01,1.083654614310281261e-01,1.115358157301774705e-01
4.538383838383838187e-01,1.470897013223557981e-01,1.121099163543423788e-01
4.709090909090908883e-01,1.224963095726845502e-01,1.113582333059528612e-01
4.879797979797979579e-01,1.257142045374538553e-01,1.114973886696307703e-01
5.050505050505049720e-01,1.316531732200650340e-01,1.106784336528578716e-01
5.221212121212120971e-01,1.239660573529003662e-01,1.110511065280626458e-01
5.391919191919192222e-01,1.147322354625170127e-01,1.099024419204207847e-01
5.562626262626262363e-01,1.139389190496812171e-01,1.096421121942689758e-01
5.733333333333332504e-01,9.884582437846853309e-02,1.094750589316263595e-01
5.904040404040403756e-01,9.820761963866479760e-02,1.090124499466043340e-01
6.074747474747475007e-01,8.657530705046892483e-02,1.103408346296002596e-01
6.245454545454545148e-01,8.447355450941067267e-02,1.098046652846200316e-01
6.416161616161615289e-01,7.763383485171909681e-02,1.125106558658790223e-01
6.586868686868686540e-01,6.993207690394595555e-02,1.133761304509424556e-01
6.757575757575757791e-01,6.789901965125963446e-02,1.125045577741389524e-01
6.928282828282827932e-01,8.030331416493739771e-02,1.148393218617096562e-01
7.098989898989898073e-01,1.065084841077755667e-01,1.135345135451122645e-01
7.269696969696969324e-01,9.668972928828621638e-02,1.156065937495497908e-01
7.440404040404040575e-01,9.073950306521105791e-02,1.146769825067359971e-01
7.611111111111110716e-01,7.242389554488526393e-02,1.160452986865065234e-01
7.781818181818180857e-01,7.303683194907825693e-02,1.169030076090504244e-01
7.952525252525252109e-01,9.548196722837719308e-02,1.167351072170748488e-01
