t,0,1,2,3
0.0225,0.90576171875,0.0361328125,0.0302734375,0.02783203125
0.045,0.8408203125,0.0693359375,0.04833984375,0.04150390625
0.0675,0.7578125,0.10302734375,0.08056640625,0.05859375
0.09,0.67236328125,0.169921875,0.08740234375,0.0703125
0.1125,0.5859375,0.21533203125,0.1005859375,0.09814453125
0.135,0.51123046875,0.2314453125,0.1298828125,0.12744140625
0.1575,0.43603515625,0.24658203125,0.15380859375,0.16357421875
0.18,0.39404296875,0.2353515625,0.181640625,0.18896484375
0.20249999999999999,0.38671875,0.2158203125,0.1865234375,0.2109375
0.225,0.37353515625,0.17724609375,0.22802734375,0.22119140625
0.2475,0.390625,0.21044921875,0.2001953125,0.19873046875
0.27,0.31201171875,0.19140625,0.2763671875,0.22021484375
0.29250000000000004,0.30859375,0.2080078125,0.3095703125,0.173828125
0.315,0.287109375,0.22900390625,0.298828125,0.18505859375
0.3375,0.29345703125,0.2626953125,0.27001953125,0.173828125
0.36,0.28662109375,0.26171875,0.291015625,0.16064453125
0.3825,0.2822265625,0.2705078125,0.26708984375,0.18017578125
0.40499999999999997,0.31689453125,0.2568359375,0.2412109375,0.18505859375
0.42750000000000005,0.3017578125,0.2314453125,0.2509765625,0.2158203125
0.45,0.3095703125,0.2529296875,0.21533203125,0.22216796875
