t,0,1,2,3
0.045,0.87646484375,0.0673828125,0.0546875,0.00146484375
0.09,0.62646484375,0.16162109375,0.16650390625,0.04541015625
0.135,0.3349609375,0.23828125,0.25390625,0.1728515625
0.18,0.166015625,0.24462890625,0.2294921875,0.35986328125
0.225,0.1123046875,0.220703125,0.2255859375,0.44140625
0.27,0.14990234375,0.23876953125,0.236328125,0.375
0.315,0.30712890625,0.23681640625,0.2548828125,0.201171875
0.36,0.5791015625,0.18408203125,0.18212890625,0.0546875
0.40499999999999997,0.86669921875,0.06298828125,0.0654296875,0.0048828125
0.45,0.99951171875,0.0,0.00048828125,0.0
