1.000000000000000021e-02,9.999922777832143117e-01,3.624744593702273754e-01
2.707070707070707155e-02,9.999394491068082091e-01,2.862912151135224015e-01
4.414141414141414116e-02,9.997766727996065805e-01,4.450231220741116545e-01
6.121212121212121077e-02,9.992088249254181820e-01,2.759204888192297589e-01
7.828282828282827344e-02,9.973784598249246791e-01,3.913336636397907742e-01
9.535353535353534304e-02,9.924292068674440692e-01,3.424987734982721799e-01
1.124242424242424127e-01,9.808042679826883825e-01,3.522655276343074071e-01
1.294949494949494961e-01,9.568718121273407373e-01,3.466957254226275542e-01
1.465656565656565657e-01,9.126073833421827208e-01,3.795624242290106531e-01
1.636363636363636354e-01,8.383742331662752401e-01,3.307345623953242275e-01
1.807070707070707050e-01,7.265374447118849721e-01,3.574806011161383856e-01
1.977777777777777746e-01,5.766561600592063908e-01,3.695132940201689697e-01
2.148484848484848442e-01,4.031119261869140491e-01,3.401709476495276552e-01
2.319191919191919138e-01,2.371568760078796301e-01,3.575984531730109772e-01
2.489898989898989834e-01,1.135029861943125939e-01,3.520957255293261645e-01
2.660606060606060530e-01,4.950348595061072193e-02,3.602058692791917927e-01
2.831313131313131226e-01,5.328889611821145678e-02,3.442349425316948985e-01
3.002020202020201922e-01,1.784310591010782043e-01,3.411540933193464853e-01
3.172727272727272618e-01,4.874913920879675455e-01,3.691478015467405949e-01
3.343434343434343314e-01,8.083096900218940117e-01,3.545586305951507478e-01
3.514141414141414010e-01,7.782043740040063273e-01,3.363486075097302241e-01
3.684848484848484707e-01,4.337132644068402154e-01,3.488672793610041456e-01
3.855555555555555403e-01,1.609471759379582367e-01,3.592903671480970340e-01
4.026262626262626099e-01,2.856634004407524463e-01,3.528531353707694551e-01
4.196969696969696795e-01,5.734397605518177787e-01,3.471929361843132389e-01
4.367676767676767491e-01,5.347728864621703604e-01,3.503503741955981132e-01
4.538383838383838187e-01,3.650547222671968739e-01,3.503460804412348861e-01
4.709090909090908883e-01,4.314328782766427839e-01,3.468999906543238643e-01
4.879797979797979579e-01,4.074907391516635613e-01,3.421575426718532764e-01
5.050505050505049720e-01,4.909171569204069940e-01,3.401676500782332968e-01
5.221212121212120971e-01,4.142312877148340289e-01,3.387097607911132013e-01
5.391919191919192222e-01,3.945936001449327768e-01,3.385351008576181764e-01
5.562626262626262363e-01,4.869258206511114517e-01,3.390612955047078714e-01
5.733333333333332504e-01,4.018677514052569899e-01,3.420019505028669138e-01
5.904040404040403756e-01,4.323127423313957163e-01,3.453766599097692347e-01
6.074747474747475007e-01,4.361027253512317348e-01,3.469879656265702494e-01
6.245454545454545148e-01,4.547220662724318907e-01,3.436914117713322225e-01
6.416161616161615289e-01,3.801959509197135323e-01,3.471361165534828652e-01
6.586868686868686540e-01,4.402831025941554843e-01,3.518281871611872447e-01
6.757575757575757791e-01,4.132339040971823585e-01,3.240174748406736138e-01
6.928282828282827932e-01,4.339060019558542702e-01,3.573647625531237160e-01
7.098989898989898073e-01,4.503550697895590260e-01,3.348520436816616597e-01
7.269696969696969324e-01,4.221790907340265409e-01,3.494975396089418096e-01
7.440404040404040575e-01,4.001813563282346498e-01,3.436488551889774756e-01
7.611111111111110716e-01,4.123911360057659348e-01,3.171722815986270372e-01
7.781818181818180857e-01,4.304295658224736587e-01,3.428763786024283111e-01
