t,0,1,2,3
0.0225,0.9755859375,0.01220703125,0.01220703125,0.0
0.045,0.8857421875,0.052734375,0.05712890625,0.00439453125
0.0675,0.7509765625,0.1083984375,0.1220703125,0.0185546875
0.09,0.59521484375,0.16650390625,0.17529296875,0.06298828125
0.1125,0.4267578125,0.2392578125,0.2197265625,0.1142578125
0.135,0.3203125,0.24267578125,0.2421875,0.19482421875
0.1575,0.22900390625,0.2529296875,0.26171875,0.25634765625
0.18,0.171875,0.24169921875,0.23828125,0.34814453125
0.20249999999999999,0.13134765625,0.22802734375,0.22314453125,0.41748046875
0.225,0.11279296875,0.22412109375,0.21630859375,0.44677734375
0.2475,0.1279296875,0.2177734375,0.22509765625,0.42919921875
0.27,0.14404296875,0.23486328125,0.23193359375,0.38916015625
0.29250000000000004,0.220703125,0.24609375,0.244140625,0.2890625
0.315,0.3203125,0.24609375,0.24755859375,0.18603515625
0.3375,0.4462890625,0.21826171875,0.21484375,0.12060546875
0.36,0.5732421875,0.17822265625,0.1884765625,0.06005859375
0.3825,0.7216796875,0.12744140625,0.1259765625,0.02490234375
0.40499999999999997,0.8486328125,0.0791015625,0.06884765625,0.00341796875
0.42750000000000005,0.9638671875,0.017578125,0.01806640625,0.00048828125
0.45,1.0,0.0,0.0,0.0
