1.000000000000000021e-02,9.996996931140254006e-01
2.252525252525252458e-02,9.976286723576660576e-01
3.505050505050504722e-02,9.926315598881126911e-01
4.757575757575757680e-02,9.796813325514706072e-01
6.010101010101009944e-02,9.527789783568896276e-01
7.262626262626262208e-02,9.005386294221312538e-01
8.515151515151514472e-02,8.132341495862828173e-01
9.767676767676766736e-02,6.871225395344390252e-01
1.102020202020201900e-01,5.273331015101638819e-01
1.227272727272727126e-01,3.529794327812012522e-01
1.352525252525252630e-01,1.943095084399870109e-01
1.477777777777777857e-01,9.033937304807293511e-02
1.603030303030303083e-01,3.768846272441073869e-02
1.728282828282828310e-01,1.828604137146981959e-02
1.853535353535353536e-01,1.698144095189592709e-02
1.978787878787878762e-01,3.646419262391477345e-02
2.104040404040403989e-01,6.777211931811664980e-02
2.229292929292929215e-01,7.738541324746633920e-02
2.354545454545454441e-01,6.168112184072513382e-02
2.479797979797979668e-01,3.241108106461028371e-02
2.605050505050505172e-01,2.639224851022518858e-02
2.730303030303030121e-01,2.096438110294218671e-02
2.855555555555555625e-01,2.328399846028523720e-02
2.980808080808080573e-01,2.778046618622702704e-02
3.106060606060606077e-01,4.009385658290581800e-02
3.231313131313131026e-01,2.788927056103854621e-02
3.356565656565656530e-01,1.737844512684560971e-02
3.481818181818181479e-01,2.200052924287826048e-02
3.607070707070706983e-01,4.551025914150655383e-02
3.732323232323231932e-01,4.678882532047914239e-02
3.857575757575757436e-01,3.732069843596259179e-02
3.982828282828282385e-01,1.640681878398092888e-02
4.108080808080807889e-01,1.639337625629494824e-02
4.233333333333333393e-01,1.608131391633875126e-02
4.358585858585858341e-01,1.247553845003162784e-02
4.483838383838383845e-01,1.220604350553156948e-02
4.609090909090908794e-01,1.735576446832463524e-02
4.734343434343434298e-01,2.178788114016969035e-02
4.859595959595959247e-01,1.064803502358608635e-02
4.984848484848484751e-01,1.197371914803438062e-02
5.110101010101010255e-01,9.395909032073093345e-03
5.235353535353535204e-01,1.191325939071437995e-02
5.360606060606060153e-01,8.896818162467283464e-03
5.485858585858585101e-01,1.102802878203110529e-02
5.611111111111111160e-01,9.708163247769749718e-03
5.736363636363636109e-01,7.738381462047758466e-03
5.861616161616161058e-01,5.447511966478616255e-03
5.986868686868686007e-01,6.260350499559408192e-03
6.112121212121212066e-01,4.818752608232946578e-03
6.237373737373737015e-01,6.142274054503237511e-03
6.362626262626261964e-01,5.314991981704831822e-03
6.487878787878788023e-01,7.083822503289152576e-03
6.613131313131312972e-01,4.916388970847410979e-03
6.738383838383837920e-01,6.269286562380096267e-03
6.863636363636362869e-01,4.745348562334585941e-03
6.988888888888888928e-01,5.133906810632790640e-03
7.114141414141413877e-01,4.399828155464240165e-03
7.239393939393938826e-01,5.021007737994822445e-03
7.364646464646463775e-01,4.707968854490644783e-03
7.489898989898989834e-01,3.847340298054488517e-03
7.615151515151514783e-01,4.809718641280762153e-03
7.740404040404039732e-01,4.879437018827413944e-03
7.865656565656564680e-01,5.037564351156617257e-03
7.990909090909090740e-01,4.543731065055531780e-03
8.116161616161615688e-01,3.920096260864818112e-03
8.241414141414140637e-01,4.693509911125345532e-03
8.366666666666666696e-01,4.356676179305580231e-03
8.491919191919191645e-01,4.809165660627333014e-03
8.617171717171716594e-01,4.385631760137854648e-03
8.742424242424241543e-01,3.997776761108381809e-03
8.867676767676767602e-01,4.048008462204365568e-03
8.992929292929292551e-01,4.418042910761484955e-03
9.118181818181817500e-01,3.650688062149850827e-03
9.243434343434342448e-01,4.351158361706752159e-03
9.368686868686868507e-01,3.844231550449612143e-03
9.493939393939393456e-01,4.091204415978646688e-03
9.619191919191918405e-01,4.169715240369243660e-03
9.744444444444443354e-01,4.334931780358955607e-03
9.869696969696969413e-01,4.121526846519457318e-03
9.994949494949494362e-01,4.036345413574973957e-03
1.012020202020202042e+00,4.337790709729451646e-03
1.024545454545454426e+00,4.132879887978418987e-03
1.037070707070707032e+00,4.085173357022801183e-03
1.049595959595959638e+00,3.814242398098524871e-03
1.062121212121212022e+00,4.121473996739825722e-03
1.074646464646464628e+00,4.207696831071565217e-03
1.087171717171717011e+00,4.266522325309487704e-03
1.099696969696969617e+00,3.995084561965964523e-03
1.112222222222222223e+00,4.115232254033884124e-03
1.124747474747474607e+00,4.026425666262796813e-03
1.137272727272727213e+00,3.886938675434059749e-03
1.149797979797979819e+00,4.253414807991295031e-03
1.162323232323232203e+00,3.471379287486804459e-03
1.174848484848484809e+00,3.785126730942019353e-03
1.187373737373737193e+00,4.314122255850418204e-03
1.199898989898989798e+00,4.004551494075482207e-03
1.212424242424242404e+00,3.822123475215221527e-03
1.224949494949494788e+00,4.069072563902018796e-03
1.237474747474747394e+00,4.040718954321727112e-03
1.250000000000000000e+00,4.303482153570114058e-03
