t,0,1,2,3
0.12000000000000001,0.72705078125,0.1494140625,0.1123046875,0.01123046875
0.24000000000000002,0.4306640625,0.2490234375,0.23046875,0.08984375
0.36000000000000004,0.4140625,0.142578125,0.15185546875,0.29150390625
0.48000000000000004,0.39404296875,0.15087890625,0.11083984375,0.34423828125
0.6,0.404296875,0.21826171875,0.17138671875,0.2060546875
0.7200000000000001,0.677734375,0.12841796875,0.11083984375,0.0830078125
0.84,0.78173828125,0.08935546875,0.07080078125,0.05810546875
0.9600000000000001,0.53125,0.19287109375,0.197265625,0.07861328125
1.0799999999999998,0.37646484375,0.2265625,0.24169921875,0.1552734375
1.2,0.37841796875,0.1767578125,0.16455078125,0.2802734375
1.32,0.35302734375,0.203125,0.1640625,0.27978515625
1.4400000000000002,0.45361328125,0.18505859375,0.17041015625,0.19091796875
1.56,0.65380859375,0.10986328125,0.123046875,0.11328125
1.68,0.60205078125,0.16357421875,0.12255859375,0.11181640625
1.8,0.447265625,0.2080078125,0.208984375,0.1357421875
