t,0,1,2,3
0.045,0.88232421875,0.0576171875,0.0341796875,0.02587890625
0.09,0.71923828125,0.12646484375,0.07470703125,0.07958984375
0.135,0.49560546875,0.2216796875,0.1455078125,0.13720703125
0.18,0.4189453125,0.23291015625,0.13623046875,0.2119140625
0.225,0.27392578125,0.2578125,0.21826171875,0.25
0.27,0.24560546875,0.22216796875,0.29150390625,0.24072265625
0.315,0.26123046875,0.2568359375,0.30517578125,0.1767578125
0.36,0.3232421875,0.24560546875,0.296875,0.13427734375
0.40499999999999997,0.45166015625,0.19677734375,0.21337890625,0.13818359375
0.45,0.47607421875,0.16943359375,0.19873046875,0.15576171875
